seq_name,class,AMP_probablity
uniprot_nonamp_170,0,0.0235118120908737
uniprot_nonamp_171,1,0.568882346153259
uniprot_nonamp_558,0,0.0160538330674171
uniprot_nonamp_600,1,0.512720704078674
uniprot_nonamp_606,0,0.108599446713924
uniprot_nonamp_612,0,0.293179214000702
uniprot_nonamp_651,0,0.0623477697372437
uniprot_nonamp_663,1,0.531353354454041
uniprot_nonamp_704,0,0.395835191011429
uniprot_nonamp_750,0,0.00980821438133717
uniprot_nonamp_751,0,0.377398610115051
uniprot_nonamp_752,0,0.205787092447281
uniprot_nonamp_858,0,0.0218985471874475
uniprot_nonamp_888,0,0.1554796397686
uniprot_nonamp_1025,0,0.167703941464424
uniprot_nonamp_1086,0,0.0570074580609798
uniprot_nonamp_1371,1,0.634658634662628
uniprot_nonamp_1397,1,0.719307959079742
uniprot_nonamp_1416,0,0.0832850635051727
uniprot_nonamp_1479,0,0.191929548978806
uniprot_nonamp_1591,0,0.0212313570082188
uniprot_nonamp_1641,0,0.0554453879594803
uniprot_nonamp_1852,0,0.279511749744415
uniprot_nonamp_1881,0,0.00518447905778885
uniprot_nonamp_1890,0,0.0317605510354042
uniprot_nonamp_1941,0,0.0735531523823738
uniprot_nonamp_1965,0,0.262226074934006
uniprot_nonamp_1987,0,0.0179442390799522
uniprot_nonamp_2050,0,0.0431124418973923
uniprot_nonamp_2073,0,0.0446330457925797
uniprot_nonamp_2097,0,0.0342686660587788
uniprot_nonamp_2125,1,0.508811354637146
uniprot_nonamp_2144,1,0.532777786254883
uniprot_nonamp_2148,0,0.0334058105945587
uniprot_nonamp_2168,0,0.0258945897221565
uniprot_nonamp_2260,1,0.670246303081512
uniprot_nonamp_2275,0,0.454372316598892
uniprot_nonamp_2282,0,0.0960123315453529
uniprot_nonamp_2307,0,0.157273516058922
uniprot_nonamp_2411,1,0.550733387470245
uniprot_nonamp_2442,0,0.0523534640669823
uniprot_nonamp_2505,0,0.0602588951587677
uniprot_nonamp_2589,1,0.706194877624512
uniprot_nonamp_2676,0,0.180571168661118
uniprot_nonamp_2687,1,0.590898990631104
uniprot_nonamp_2755,0,0.200021713972092
uniprot_nonamp_2781,0,0.133842810988426
uniprot_nonamp_2812,0,0.0922922492027283
uniprot_nonamp_2900,0,0.011735450476408
uniprot_nonamp_3020,0,0.000290146737825125
uniprot_nonamp_3023,1,0.78619909286499
uniprot_nonamp_3036,0,0.198118180036545
uniprot_nonamp_3063,0,0.264809608459473
uniprot_nonamp_3072,0,0.0591667965054512
uniprot_nonamp_3101,0,0.227673202753067
uniprot_nonamp_3134,1,0.763178408145905
uniprot_nonamp_3149,0,0.0581067204475403
uniprot_nonamp_3180,0,0.136122271418571
uniprot_nonamp_3235,0,0.0584629811346531
uniprot_nonamp_3252,1,0.740670561790466
uniprot_nonamp_3357,1,0.802002549171448
uniprot_nonamp_3492,0,0.0475109182298183
uniprot_nonamp_3501,1,0.89030259847641
uniprot_nonamp_3521,0,0.353265523910522
uniprot_nonamp_3560,1,0.705241680145264
uniprot_nonamp_3581,1,0.85686719417572
uniprot_nonamp_3635,0,0.264924138784409
uniprot_nonamp_3642,0,0.344551861286163
uniprot_nonamp_3660,1,0.743231594562531
uniprot_nonamp_3698,0,0.305984914302826
uniprot_nonamp_3729,0,0.140773326158524
uniprot_nonamp_3787,0,0.0117255998775363
uniprot_nonamp_3921,0,0.354397177696228
uniprot_nonamp_4020,0,0.264745056629181
uniprot_nonamp_4043,0,0.0606055073440075
uniprot_nonamp_4061,0,0.053117074072361
uniprot_nonamp_4070,0,0.00964641757309437
uniprot_nonamp_4146,0,0.227890685200691
uniprot_nonamp_4214,1,0.756680309772491
uniprot_nonamp_4245,0,0.464438647031784
uniprot_nonamp_4257,0,0.13920171558857
uniprot_nonamp_4275,0,0.278637111186981
uniprot_nonamp_4352,0,0.152258962392807
uniprot_nonamp_4379,1,0.558930337429047
uniprot_nonamp_4382,0,0.00965068675577641
uniprot_nonamp_4392,0,0.0171255543828011
uniprot_nonamp_4437,0,0.0302967261523008
uniprot_nonamp_4561,0,0.0521083660423756
uniprot_nonamp_4574,0,0.263181418180466
uniprot_nonamp_4580,0,0.226977676153183
uniprot_nonamp_4620,1,0.810423910617828
uniprot_nonamp_4740,0,0.0137996599078178
uniprot_nonamp_4775,0,0.0366276651620865
uniprot_nonamp_4930,1,0.605518162250519
uniprot_nonamp_5034,0,0.294401615858078
uniprot_nonamp_5053,0,6.76181662129238e-05
uniprot_nonamp_5103,0,0.110747188329697
uniprot_nonamp_5108,0,0.32630529999733
uniprot_nonamp_5133,0,0.00409375410526991
uniprot_nonamp_5146,0,0.241196110844612
uniprot_nonamp_5154,0,0.020467197522521
uniprot_nonamp_5156,0,0.127318650484085
uniprot_nonamp_5371,0,0.0992384105920792
uniprot_nonamp_5413,0,0.084876649081707
uniprot_nonamp_5416,0,0.0271933134645224
uniprot_nonamp_5438,0,0.106131851673126
uniprot_nonamp_5561,1,0.528683125972748
uniprot_nonamp_5585,0,0.342084050178528
uniprot_nonamp_5610,1,0.555402278900146
uniprot_nonamp_5642,0,0.0534532964229584
uniprot_nonamp_5648,0,0.305093914270401
uniprot_nonamp_5661,0,0.00743700191378593
uniprot_nonamp_5697,1,0.518949329853058
uniprot_nonamp_5736,1,0.601881861686707
uniprot_nonamp_5894,0,0.18041555583477
uniprot_nonamp_5920,0,0.00956591218709946
uniprot_nonamp_6140,1,0.588944017887115
uniprot_nonamp_6188,0,0.0357534885406494
uniprot_nonamp_6214,1,0.681638300418854
uniprot_nonamp_6232,0,0.26848030090332
uniprot_nonamp_6307,0,0.0208292175084352
uniprot_nonamp_6320,0,0.0861069411039352
uniprot_nonamp_6386,1,0.628548324108124
uniprot_nonamp_6423,0,0.368132531642914
uniprot_nonamp_6428,0,0.129210114479065
uniprot_nonamp_6430,0,0.00740842241793871
uniprot_nonamp_6476,0,0.107449851930141
uniprot_nonamp_6599,0,0.170915365219116
uniprot_nonamp_6602,0,0.0988539680838585
uniprot_nonamp_6606,1,0.579260051250458
uniprot_nonamp_6615,1,0.763879895210266
uniprot_nonamp_6890,0,0.0302336625754833
uniprot_nonamp_7090,1,0.867220997810364
uniprot_nonamp_7232,0,0.216378092765808
uniprot_nonamp_7307,0,0.483377188444138
uniprot_nonamp_7384,0,0.0865015536546707
uniprot_nonamp_7452,0,0.104668088257313
uniprot_nonamp_7476,1,0.715724527835846
uniprot_nonamp_7489,0,0.302131623029709
uniprot_nonamp_7492,0,0.0307619124650955
uniprot_nonamp_7578,1,0.556341052055359
uniprot_nonamp_7679,0,0.00449135154485703
uniprot_nonamp_7726,1,0.61747795343399
uniprot_nonamp_7866,0,0.433544605970383
uniprot_nonamp_7884,0,0.149265304207802
uniprot_nonamp_8003,0,0.0113266687840223
uniprot_nonamp_8025,0,0.0415758565068245
uniprot_nonamp_8030,0,0.451651483774185
uniprot_nonamp_8076,1,0.698036789894104
uniprot_nonamp_8133,0,0.0120659433305264
uniprot_nonamp_8255,0,0.0157192386686802
uniprot_nonamp_8371,1,0.58138781785965
uniprot_nonamp_8393,0,0.0602034702897072
uniprot_nonamp_8419,0,0.216433241963387
uniprot_nonamp_8427,0,0.475717097520828
uniprot_nonamp_8476,1,0.641025245189667
uniprot_nonamp_8510,0,0.0527275800704956
uniprot_nonamp_8540,1,0.724772751331329
uniprot_nonamp_8546,0,0.140097692608833
uniprot_nonamp_8570,0,0.420576125383377
uniprot_nonamp_8624,0,0.0989581719040871
uniprot_nonamp_8668,1,0.602436244487762
uniprot_nonamp_8696,1,0.747670590877533
uniprot_nonamp_8747,1,0.600696921348572
uniprot_nonamp_8774,0,0.184425383806229
uniprot_nonamp_8818,1,0.774734020233154
uniprot_nonamp_8838,0,0.0297299828380346
uniprot_nonamp_8843,0,0.161378979682922
uniprot_nonamp_8912,0,0.316459745168686
uniprot_nonamp_9034,0,0.108749054372311
uniprot_nonamp_9043,0,0.0105848172679543
uniprot_nonamp_9069,1,0.734873592853546
uniprot_nonamp_9152,0,0.0621730014681816
uniprot_nonamp_9154,0,0.00330547802150249
uniprot_nonamp_9163,1,0.67452472448349
uniprot_nonamp_9181,0,0.41342768073082
uniprot_nonamp_9211,0,8.77729507919867e-06
uniprot_nonamp_9253,0,0.348089456558228
uniprot_nonamp_9258,1,0.553097307682037
uniprot_nonamp_9290,1,0.735025882720947
uniprot_nonamp_9328,1,0.634566903114319
uniprot_nonamp_9452,0,0.295348346233368
uniprot_nonamp_9469,0,0.17450076341629
uniprot_nonamp_9545,1,0.634882152080536
uniprot_nonamp_9631,0,0.0611247904598713
uniprot_nonamp_9659,0,0.395305156707764
uniprot_nonamp_9661,0,0.339345633983612
uniprot_nonamp_9665,0,0.0323888286948204
uniprot_nonamp_9669,0,0.0505848415195942
uniprot_nonamp_9780,0,0.289698541164398
uniprot_nonamp_9812,1,0.534629762172699
uniprot_nonamp_9827,0,0.000222094662603922
uniprot_nonamp_9872,0,0.103591218590736
uniprot_nonamp_9937,0,0.0176339857280254
uniprot_nonamp_9973,1,0.703498959541321
uniprot_nonamp_10034,1,0.6840500831604
uniprot_nonamp_10052,0,0.00973122287541628
uniprot_nonamp_10070,1,0.504707276821136
uniprot_nonamp_10080,0,0.188395604491234
uniprot_nonamp_10154,1,0.520579993724823
uniprot_nonamp_10163,0,5.26029998582089e-06
uniprot_nonamp_10164,0,0.161177024245262
uniprot_nonamp_10223,0,0.0889601111412048
uniprot_nonamp_10274,0,0.306667268276215
uniprot_nonamp_10485,0,0.0560684129595757
uniprot_nonamp_10745,0,0.04234903678298
uniprot_nonamp_10783,0,0.00416996516287327
uniprot_nonamp_10820,0,0.29409322142601
uniprot_nonamp_10855,0,0.0566928461194038
uniprot_nonamp_10871,0,0.278554826974869
uniprot_nonamp_10892,0,0.0301344767212868
uniprot_nonamp_10967,0,0.111177340149879
uniprot_nonamp_11028,0,0.310349494218826
uniprot_nonamp_11064,0,0.296943545341492
uniprot_nonamp_11094,1,0.66949588060379
uniprot_nonamp_11106,0,0.0711300000548363
uniprot_nonamp_11151,0,0.00945184007287025
uniprot_nonamp_11228,1,0.604173421859741
uniprot_nonamp_11235,0,0.0838123112916946
uniprot_nonamp_11301,0,0.342617869377136
uniprot_nonamp_11317,0,0.00275439722463489
uniprot_nonamp_11329,0,5.21142101206351e-06
uniprot_nonamp_11605,0,0.00225167046301067
uniprot_nonamp_11608,1,0.657792925834656
uniprot_nonamp_11646,0,0.00253523304127157
uniprot_nonamp_11647,1,0.588553190231323
uniprot_nonamp_11704,1,0.752575039863586
uniprot_nonamp_11768,1,0.512720704078674
uniprot_nonamp_11798,0,0.125572219491005
uniprot_nonamp_11896,0,0.0185324791818857
uniprot_nonamp_12078,0,1.58318252942991e-05
uniprot_nonamp_12088,1,0.5848628282547
uniprot_nonamp_12200,0,0.274719178676605
uniprot_nonamp_12221,1,0.733321785926819
uniprot_nonamp_12313,1,0.766568779945374
uniprot_nonamp_12375,0,0.00212465785443783
uniprot_nonamp_12383,1,0.616490125656128
uniprot_nonamp_12386,1,0.632730007171631
uniprot_nonamp_12457,0,0.393278032541275
uniprot_nonamp_12512,0,0.129236847162247
uniprot_nonamp_12665,1,0.607477307319641
uniprot_nonamp_12676,0,0.0798100754618645
uniprot_nonamp_12701,0,0.318499535322189
uniprot_nonamp_12712,1,0.573015093803406
uniprot_nonamp_12752,1,0.707847595214844
uniprot_nonamp_12788,0,0.127036556601524
uniprot_nonamp_12828,0,0.226441651582718
uniprot_nonamp_12918,1,0.701459765434265
uniprot_nonamp_12927,0,0.000227765805902891
uniprot_nonamp_12972,0,0.0494460090994835
uniprot_nonamp_13077,1,0.516275405883789
uniprot_nonamp_13118,0,0.0832089334726334
uniprot_nonamp_13182,1,0.836659610271454
uniprot_nonamp_13228,1,0.564795017242432
uniprot_nonamp_13244,0,0.35543093085289
uniprot_nonamp_13253,0,0.13688850402832
uniprot_nonamp_13319,0,0.0420132279396057
uniprot_nonamp_13336,0,0.0901318192481995
uniprot_nonamp_13520,0,0.313490331172943
uniprot_nonamp_13649,1,0.628133654594421
uniprot_nonamp_13673,0,0.280214637517929
uniprot_nonamp_13739,0,0.00968944188207388
uniprot_nonamp_13815,0,0.0105979181826115
uniprot_nonamp_13883,1,0.804022252559662
uniprot_nonamp_13921,0,0.0161503180861473
uniprot_nonamp_14138,0,0.319537252187729
uniprot_nonamp_14161,0,0.0709793940186501
uniprot_nonamp_14176,1,0.55886298418045
uniprot_nonamp_14182,0,0.00590033270418644
uniprot_nonamp_14227,0,0.315082311630249
uniprot_nonamp_14234,0,0.00097651407122612
uniprot_nonamp_14249,0,0.0834485739469528
uniprot_nonamp_14280,0,0.0449251271784306
uniprot_nonamp_14303,0,0.0813142061233521
uniprot_nonamp_14425,0,0.271953791379929
uniprot_nonamp_14462,0,0.140288069844246
uniprot_nonamp_14473,1,0.555621206760406
uniprot_nonamp_14495,0,0.0368387810885906
uniprot_nonamp_14542,0,0.000413469795603305
uniprot_nonamp_14605,0,0.0732759013772011
uniprot_nonamp_14620,0,0.372364521026611
